Counter1,Expression1,Random1,Sawtooth1,Sinusoid1,Square1,Triangle1
4,3.613473180850728,0.33851499068679924,0.7999999523162842,0.813473228534444,-2.0,0.5333332931818331
4,3.613473180850728,0.33851499068679924,0.7999999523162842,0.813473228534444,-2.0,0.5333332931818331
4,3.613473180850728,0.33851499068679924,0.7999999523162842,0.813473228534444,-2.0,0.5333332931818331
5,4.3755705106743,0.24893365061550188,1.2000000476837158,1.175570462990584,-2.0,0.7999999672691757
5,4.3755705106743,0.24893365061550188,1.2000000476837158,1.175570462990584,-2.0,0.7999999672691757
5,4.3755705106743,0.24893365061550188,1.2000000476837158,1.175570462990584,-2.0,0.7999999672691757
5,4.3755705106743,0.24893365061550188,1.2000000476837158,1.175570462990584,-2.0,0.7999999672691757
5,4.3755705106743,0.24893365061550188,1.2000000476837158,1.175570462990584,-2.0,0.7999999672691757
9,2.789043742552351,0.6015257923807344,-1.2000000476837158,1.989043790236067,2.0,1.8666666636185467
9,2.789043742552351,0.6015257923807344,-1.2000000476837158,1.989043790236067,2.0,1.8666666636185467
9,2.789043742552351,0.6015257923807344,-1.2000000476837158,1.989043790236067,2.0,1.8666666636185467
9,2.789043742552351,0.6015257923807344,-1.2000000476837158,1.989043790236067,2.0,1.8666666636185467
9,2.789043742552351,0.6015257923807344,-1.2000000476837158,1.989043790236067,2.0,1.8666666636185467
9,2.789043742552351,0.6015257923807344,-1.2000000476837158,1.989043790236067,2.0,1.8666666636185467
9,2.789043742552351,0.6015257923807344,-1.2000000476837158,1.989043790236067,2.0,1.8666666636185467
9,2.789043742552351,0.6015257923807344,-1.2000000476837158,1.989043790236067,2.0,1.8666666636185467
9,2.789043742552351,0.6015257923807344,-1.2000000476837158,1.989043790236067,2.0,1.8666666636185467
9,2.789043742552351,0.6015257923807344,-1.2000000476837158,1.989043790236067,2.0,1.8666666636185467
9,2.789043742552351,0.6015257923807344,-1.2000000476837158,1.989043790236067,2.0,1.8666666636185467
9,2.789043742552351,0.6015257923807344,-1.2000000476837158,1.989043790236067,2.0,1.8666666636185467
9,2.789043742552351,0.6015257923807344,-1.2000000476837158,1.989043790236067,2.0,1.8666666636185467
9,2.789043742552351,0.6015257923807344,-1.2000000476837158,1.989043790236067,2.0,1.8666666636185467
9,2.789043742552351,0.6015257923807344,-1.2000000476837158,1.989043790236067,2.0,1.8666666636185467
19,-0.0134733270444225,0.41247348762906444,-1.2000000476837158,-0.8134732793607066,-2.0,-0.5333333286009829
19,-0.0134733270444225,0.41247348762906444,-1.2000000476837158,-0.8134732793607066,-2.0,-0.5333333286009829
19,-0.0134733270444225,0.41247348762906444,-1.2000000476837158,-0.8134732793607066,-2.0,-0.5333333286009829
30,0.3865267629729858,0.7481383134101323,-0.7999999523162842,-0.81347328471073,-2.0,-0.5333333323292382
30,0.3865267629729858,0.7481383134101323,-0.7999999523162842,-0.81347328471073,-2.0,-0.5333333323292382
32,1.9999999056806808,0.9158345714139742,0.0,-9.431931916570379e-08,2.0,-6.004554349713563e-08
32,1.9999999056806808,0.9158345714139742,0.0,-9.431931916570379e-08,2.0,-6.004554349713563e-08
32,1.9999999056806808,0.9158345714139742,0.0,-9.431931916570379e-08,2.0,-6.004554349713563e-08
32,1.9999999056806808,0.9158345714139742,0.0,-9.431931916570379e-08,2.0,-6.004554349713563e-08
33,2.8158232769370954,0.1931783821548989,0.3999999761581421,0.4158233007789536,2.0,0.2666666140417992
33,2.8158232769370954,0.1931783821548989,0.3999999761581421,0.4158233007789536,2.0,0.2666666140417992
39,2.789043741722735,0.3546971070368503,-1.2000000476837158,1.9890437894064508,2.0,1.8666666585658556
39,2.789043741722735,0.3546971070368503,-1.2000000476837158,1.9890437894064508,2.0,1.8666666585658556
39,2.789043741722735,0.3546971070368503,-1.2000000476837158,1.9890437894064508,2.0,1.8666666585658556
40,3.189043838531936,0.26798236877495085,-0.7999999523162842,1.9890437908482201,2.0,1.8666666673468024
40,3.189043838531936,0.26798236877495085,-0.7999999523162842,1.9890437908482201,2.0,1.8666666673468024
